,Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
52,149,1999,NBA,1,21,GSW,Jeff Foster,22.170,F-C,us,Texas State University,2000,2012,764,20.6,4.9,6.9,0.9,0.7,0.4,.497,.504,.130,.615,47.5,.145
53,150,1993,NBA,2,45,UTA,Bryon Russell,22.187,F,us,"California State University, Long Beach",1994,2006,841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
54,151,1994,NBA,1,13,DEN,Jalen Rose,21.155,G-F,us,University of Michigan,1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081
55,152,1993,NBA,1,8,MIL,Vin Baker,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088
56,153,1997,NBA,1,4,VAN,Antonio Daniels,22.104,G,us,Bowling Green State University,1998,2011,872,22.6,7.6,1.8,3.4,0.6,0.1,.444,.483,.311,.793,47.0,.115
57,154,2008,NBA,1,21,NJN,Ryan Anderson,20.056,F,us,University of California,2009,2018,622,26.4,12.8,5.4,0.9,0.5,0.3,.423,.471,.382,.855,47.0,.137
58,155,2004,NBA,1,18,NOH,J.R. Smith,18.293,G-F,us,,2005,2018,960,27.1,12.6,3.2,2.1,1.0,0.2,.419,.464,.374,.732,46.6,.086
59,156,2004,NBA,2,30,ORL,Anderson Varejao,21.275,F-C,br,,2005,2017,627,24.0,7.3,7.2,1.2,0.9,0.6,.510,.516,.024,.631,46.4,.148
60,157,2012,NBA,1,9,DET,Andre Drummond,18.327,C,us,University of Connecticut,2013,2018,463,30.4,13.6,13.4,1.1,1.3,1.5,.545,.547,.167,.421,46.4,.158
61,158,2009,NBA,1,19,ATL,Jeff Teague,21.020,G,us,Wake Forest University,2010,2018,670,27.6,12.7,2.5,5.7,1.2,0.3,.447,.476,.357,.844,46.1,.120
62,159,2002,NBA,2,56,SAS,Luis Scola,22.062,F,ar,,2008,2017,743,25.6,12.0,6.7,1.6,0.6,0.3,.493,.499,.339,.740,45.7,.115
63,160,2011,NBA,2,60,SAC,Isaiah Thomas,22.141,G,us,University of Washington,2012,2018,473,29.8,18.9,2.6,5.1,0.9,0.1,.439,.488,.361,.877,45.6,.155
66,161,2004,NBA,1,2,CHA,Emeka Okafor,21.275,C-F,us,University of Connecticut,2005,2018,616,30.9,12.0,9.7,0.8,0.7,1.6,.512,.512,.000,.586,45.3,.114
67,162,1996,NBA,1,8,NJN,Kerry Kittles,22.020,G,us,Villanova University,1997,2005,507,33.4,14.1,3.9,2.6,1.6,0.4,.439,.463,.378,.780,44.8,.127
68,163,2009,NBA,1,26,CHI,Taj Gibson,24.007,F,us,University of Southern California,2010,2018,667,26.1,9.7,6.4,1.0,0.6,1.2,.506,.511,.157,.703,44.8,.124
69,164,2003,NBA,1,12,SEA,Nick Collison,22.248,F,us,University of Kansas,2005,2018,910,20.4,5.9,5.2,1.0,0.5,0.5,.534,.542,.208,.723,44.5,.115
70,165,1994,NBA,1,23,PHO,Wesley Person,23.099,G,us,Auburn University,1995,2005,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.484,.418,.778,44.0,.102
71,166,1997,NBA,1,13,CLE,Derek Anderson,22.348,G,us,University of Kentucky,1998,2008,615,29.2,12.0,3.2,3.4,1.1,0.1,.408,.440,.341,.853,43.9,.117
72,167,2002,NBA,1,4,MEM,Drew Gooden,20.280,F,us,University of Kansas,2003,2016,790,25.5,11.0,7.1,1.1,0.7,0.6,.462,.471,.257,.760,43.9,.105
73,168,2001,NBA,1,20,CLE,Brendan Haywood,21.218,C,us,University of North Carolina,2002,2015,816,22.9,6.8,6.0,0.5,0.4,1.4,.528,.528,.000,.587,43.8,.113
74,169,1993,NBA,1,4,DAL,Jamal Mashburn,20.218,F,us,University of Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092
75,170,1995,NBA,2,43,MIL,Eric Snow,22.070,G,us,Michigan State University,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
76,171,2010,NBA,1,1,WAS,John Wall,19.296,G,us,University of Kentucky,2011,2018,541,35.9,18.9,4.4,9.2,1.7,0.7,.432,.454,.327,.786,43.2,.107
77,172,2009,NBA,1,21,NOH,Darren Collison,21.312,G,us,"University of California, Los Angeles",2010,2018,632,29.5,12.7,2.6,4.9,1.1,0.2,.472,.495,.393,.855,43.1,.111
78,173,2010,NBA,1,9,UTA,Gordon Hayward,20.098,F-G,us,Butler University,2011,2018,517,31.3,15.6,4.2,3.4,1.0,0.4,.444,.478,.368,.820,43.0,.128
79,174,2002,NBA,2,46,MEM,Matt Barnes,22.114,F,us,"University of California, Los Angeles",2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,.436,.522,.335,.745,42.8,.093
80,175,2005,NBA,2,33,NOH,Brandon Bass,20.064,F,us,Louisiana State University,2006,2017,758,21.6,8.7,4.5,0.8,0.4,0.6,.499,.502,.207,.832,42.8,.125
81,176,1998,NBA,1,25,IND,Al Harrington,18.132,F,us,,1999,2014,981,28.6,13.5,5.6,1.7,0.9,0.3,.444,.474,.352,.727,42.5,.073
82,177,2008,NBA,1,6,NYK,Danilo Gallinari,19.327,F,it,,2009,2018,481,31.2,15.3,4.7,2.0,0.8,0.4,.419,.461,.367,.865,42.2,.135
83,178,2009,NBA,1,18,MIN,Ty Lawson,21.240,G,us,University of North Carolina,2010,2017,551,29.2,12.7,2.7,6.0,1.2,0.1,.460,.493,.359,.770,42.1,.126
84,179,1998,NBA,1,15,ORL,Matt Harpring,22.029,F,us,Georgia Institute of Technology,1999,2009,665,26.4,11.5,5.1,1.4,0.7,0.2,.481,.493,.333,.753,41.9,.114
85,180,2005,NBA,2,40,GSW,Monta Ellis,19.250,G,us,,2006,2017,833,34.8,17.8,3.5,4.6,1.7,0.3,.451,.482,.314,.772,41.9,.069
88,181,2005,NBA,2,36,MIL,Ersan Ilyasova,18.049,F,tr,,2007,2018,678,24.5,11.0,5.9,1.2,0.7,0.4,.443,.481,.366,.770,41.8,.121
89,182,1997,NBA,1,2,PHI,Keith Van Horn,21.251,F,us,University of Utah,1998,2006,575,31.6,16.0,6.8,1.6,0.8,0.5,.443,.466,.361,.835,41.7,.110
90,183,2010,NBA,1,5,SAC,DeMarcus Cousins,19.320,C-F,us,University of Kentucky,2011,2018,535,32.3,21.5,11.0,3.2,1.4,1.2,.460,.474,.338,.737,41.6,.115
91,184,2010,NBA,1,3,NJN,Derrick Favors,18.349,F-C,us,Georgia Institute of Technology,2011,2018,556,26.1,11.6,7.2,1.1,0.8,1.3,.517,.523,.202,.663,41.5,.138
92,185,2011,NBA,1,11,GSW,Klay Thompson,21.140,G-F,us,Washington State University,2012,2018,537,32.9,19.2,3.4,2.3,0.9,0.5,.458,.486,.422,.852,41.5,.113
93,186,2011,NBA,1,5,TOR,Jonas Valanciunas,19.052,C,lt,,2013,2018,440,25.5,11.7,8.5,0.7,0.4,1.0,.558,.562,.397,.785,41.2,.176
94,187,2011,NBA,1,9,CHA,Kemba Walker,21.051,G,us,University of Connecticut,2012,2018,523,33.9,18.9,3.7,5.4,1.3,0.4,.415,.445,.358,.834,41.2,.111
95,188,1993,NBA,1,2,PHI,Shawn Bradley,21.105,C,de,Brigham Young University,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
96,189,2007,NBA,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2018,788,23.4,8.0,3.3,1.6,0.8,0.2,.467,.518,.396,.733,40.3,.105
97,190,1992,NBA,1,6,WSB,Tom Gugliotta,22.193,F,us,North Carolina State University,1993,2005,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.467,.284,.757,40.2,.082
98,191,2008,NBA,1,15,PHO,Robin Lopez,20.091,C,us,Stanford University,2009,2018,692,23.2,9.0,5.4,0.8,0.3,1.2,.527,.528,.200,.760,40.2,.120
99,192,1994,NBA,1,17,POR,Aaron McKie,21.275,G,us,Temple University,1995,2007,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.461,.350,.779,40.0,.100
100,193,2003,NBA,2,47,UTA,Mo Williams,20.194,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,.434,.460,.378,.871,40.0,.080
101,194,1998,NBA,1,17,MIN,Rasho Nesterovic,22.030,C,si,,1999,2010,811,22.2,6.8,5.1,1.0,0.4,1.2,.502,.503,.077,.585,39.9,.107
102,195,1994,NBA,1,1,MIL,Glenn Robinson,21.175,F,us,Purdue University,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075
103,196,2005,NBA,1,5,CHA,Raymond Felton,21.007,G,us,University of North Carolina,2006,2018,938,30.3,11.4,3.0,5.4,1.2,0.2,.412,.445,.329,.789,39.5,.067
104,197,1998,NBA,1,3,DEN,Raef LaFrentz,22.031,F-C,us,University of Kansas,1999,2008,563,25.8,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
105,198,2012,NBA,2,35,GSW,Draymond Green,22.122,F,us,Michigan State University,2013,2018,467,27.7,9.3,6.9,4.6,1.4,1.1,.438,.505,.327,.707,39.0,.145
106,199,2013,NBA,1,15,MIL,Giannis Antetokounmpo,18.208,F-G,gr,,2014,2018,393,32.7,17.2,7.5,3.8,1.2,1.3,.506,.537,.284,.746,38.9,.145
107,200,1993,NBA,1,9,DEN,Rodney Rogers,22.016,F,us,Wake Forest University,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
0,201,2005,NBA,1,8,NYK,Channing Frye,22.048,C-F,us,University of Arizona,2006,2018,854,22.8,9.0,4.6,1.0,0.5,0.6,.442,.478,.387,.823,38.8,.096
1,202,2004,NBA,1,25,BOS,Tony Allen,22.170,G-F,us,Oklahoma State University,2005,2018,820,22.0,8.1,3.5,1.3,1.4,0.4,.475,.492,.282,.709,38.7,.103
2,203,1998,NBA,1,7,SAC,Jason Williams,22.224,G,us,University of Florida,1999,2011,788,29.4,10.5,2.3,5.9,1.2,0.1,.398,.467,.327,.813,38.5,.080
3,204,2003,NBA,2,45,CHI,Matt Bonner,23.087,F,us,University of Florida,2005,2016,792,16.9,5.8,3.0,0.7,0.4,0.3,.464,.516,.414,.780,38.5,.138
4,205,2013,NBA,1,27,DEN,Rudy Gobert,21.006,C,fr,,2014,2018,325,28.0,10.0,10.0,1.2,0.6,2.2,.614,.615,.000,.629,38.5,.203
5,206,2008,NBA,1,22,ORL,Courtney Lee,22.272,G,us,Western Kentucky University,2009,2018,753,28.1,10.0,2.7,1.7,1.0,0.3,.451,.483,.389,.856,38.2,.087
6,207,1996,NBA,1,6,BOS,Antoine Walker,19.323,F,us,University of Kentucky,1997,2008,893,35.3,17.5,7.7,3.5,1.2,0.5,.414,.450,.325,.633,38.1,.058
7,208,2003,NBA,1,29,DAL,Josh Howard,23.064,F-G,us,Wake Forest University,2004,2013,507,30.3,14.3,5.7,1.6,1.0,0.5,.448,.471,.332,.770,38.0,.119
8,209,1996,NBA,1,26,DET,Jerome Williams,23.053,F,us,Georgetown University,1997,2005,587,21.7,6.6,6.4,0.8,1.1,0.2,.502,.506,.038,.645,37.9,.143
9,210,1993,NBA,1,23,SEA,Ervin Johnson,25.198,C,us,University of New Orleans,1994,2006,845,20.1,4.1,6.1,0.5,0.6,1.3,.505,.507,.200,.605,37.8,.107
10,211,1993,NBA,1,22,CLE,Chris Mills,23.162,F,us,University of Arizona,1994,2003,568,30.4,11.2,4.9,1.9,0.7,0.4,.432,.455,.351,.817,37.7,.105
11,212,2003,NBA,1,28,SAS,Leandro Barbosa,20.215,G,br,,2004,2017,850,21.6,10.6,2.0,2.1,0.8,0.1,.459,.498,.387,.821,37.4,.098
12,213,2005,NBA,1,10,LAL,Andrew Bynum,17.249,C,us,,2006,2014,418,25.6,11.5,7.7,1.2,0.3,1.6,.556,.557,.111,.690,37.4,.168
13,214,2006,NBA,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1.0,0.2,.459,.485,.348,.800,37.4,.155
14,215,2011,NBA,1,4,CLE,Tristan Thompson,20.107,F-C,ca,University of Texas at Austin,2012,2018,519,27.8,9.0,8.4,0.8,0.5,0.7,.518,.519,.000,.608,37.4,.124
15,216,1992,NBA,1,21,BOS,Jon Barry,22.340,G,us,Georgia Institute of Technology,1993,2006,821,16.9,5.7,1.8,2.2,0.9,0.1,.434,.470,.392,.848,37.2,.129
16,217,2006,NBA,1,13,PHI,Thabo Sefolosha,22.062,G-F,ch,,2007,2018,778,23.2,6.1,3.9,1.5,1.1,0.4,.449,.500,.347,.737,37.2,.099
17,218,2005,NBA,1,22,DEN,Jarrett Jack,21.249,G,us,Georgia Institute of Technology,2006,2018,867,27.8,10.8,2.9,4.6,0.8,0.1,.440,.470,.343,.855,36.8,.073
18,219,2007,NBA,1,5,BOS,Jeff Green,20.309,F,us,Georgetown University,2008,2018,783,30.3,13.2,4.6,1.6,0.7,0.5,.438,.477,.332,.799,36.6,.074
19,220,1997,NBA,1,5,DEN,Tony Battie,21.140,C-F,us,Texas Tech University,1998,2012,837,21.1,6.1,5.1,0.6,0.5,0.9,.488,.494,.162,.690,36.4,.099
22,221,1997,NBA,2,42,PHO,Stephen Jackson,19.086,F-G,us,Butler County Community College,2001,2014,858,31.9,15.1,3.9,3.1,1.3,0.4,.414,.456,.333,.798,36.1,.063
23,222,2003,NBA,1,14,SEA,Luke Ridnour,22.138,G,us,University of Oregon,2004,2015,830,26.1,9.3,2.3,4.5,1.0,0.2,.431,.458,.349,.862,36.0,.080
24,223,2007,NBA,2,31,SEA,Carl Landry,23.288,F,us,Purdue University,2008,2016,513,22.5,10.8,4.9,0.7,0.4,0.4,.535,.537,.300,.785,35.9,.149
25,224,2008,NBA,1,17,TOR,Roy Hibbert,21.203,C,us,Georgetown University,2009,2017,662,24.8,10.0,6.3,1.3,0.4,1.7,.465,.466,.250,.755,35.9,.105
26,225,2011,NBA,1,22,DEN,Kenneth Faried,21.221,F,us,Morehead State University,2012,2018,441,24.9,11.4,8.2,1.0,0.8,0.8,.543,.546,.100,.655,35.9,.157
27,226,1992,NBA,1,4,DAL,Jim Jackson,21.259,G,us,Ohio State University,1993,2006,885,32.8,14.3,4.7,3.2,0.8,0.2,.428,.445,.365,.825,35.8,.059
28,227,2000,NBA,1,21,TOR,Morris Peterson,22.312,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,.418,.450,.373,.773,35.7,.089
29,228,2010,NBA,1,13,TOR,Ed Davis,21.024,F,us,University of North Carolina,2011,2018,559,20.6,6.6,6.5,0.8,0.5,0.9,.564,.565,.000,.579,35.5,.148
30,229,1997,NBA,1,7,NJN,Tim Thomas,20.124,F,us,Villanova University,1998,2010,824,25.9,11.5,4.1,1.5,0.7,0.4,.437,.470,.369,.758,35.2,.079
31,230,1998,NBA,2,31,LAL,Ruben Patterson,22.334,F,us,University of Cincinnati,1999,2008,649,24.6,10.7,4.2,1.8,1.2,0.4,.517,.530,.179,.641,35.1,.106
32,231,2008,NBA,1,9,CHA,D.J. Augustin,20.234,G,us,University of Texas at Austin,2009,2018,726,23.6,9.6,1.8,3.8,0.6,0.0,.407,.430,.376,.863,35.0,.098
33,232,2015,NBA,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,.543,.575,.387,.836,34.9,.196
34,233,1995,NBA,1,13,SAC,Corliss Williamson,21.211,F,us,University of Arkansas,1996,2007,822,22.8,11.1,3.9,1.2,0.6,0.3,.490,.492,.136,.714,34.7,.089
35,234,1998,NBA,1,29,UTA,Nazr Mohammed,20.297,C,us,University of Kentucky,1999,2016,1005,15.8,5.8,4.7,0.4,0.4,0.6,.486,.487,.000,.640,34.3,.104
36,235,2008,NBA,1,1,CHI,Derrick Rose,19.270,G,us,University of Memphis,2009,2018,495,33.8,18.9,3.6,5.7,0.8,0.4,.451,.479,.296,.822,34.2,.098
37,236,2011,NBA,1,3,UTA,Enes Kanter,19.038,C,ch,,2012,2018,516,21.9,11.7,7.3,0.7,0.4,0.5,.539,.545,.294,.779,34.1,.145
38,237,1992,NBA,1,7,SAC,Walt Williams,22.075,F-G,us,University of Maryland,1993,2003,708,26.6,11.8,3.9,2.3,0.9,0.6,.425,.451,.379,.743,33.9,.087
39,238,2002,NBA,1,26,SAS,John Salmons,22.202,G,us,University of Miami,2003,2015,895,26.4,9.3,2.9,2.4,0.8,0.3,.431,.457,.366,.799,33.9,.069
40,239,1995,NBA,1,28,UTA,Greg Ostertag,22.119,C,us,University of Kansas,1996,2006,756,19.5,4.6,5.5,0.6,0.3,1.7,.486,.487,.100,.569,33.8,.110
41,240,2009,NBA,1,17,PHI,Jrue Holiday,19.018,G,us,"University of California, Los Angeles",2010,2018,585,32.8,14.9,3.7,6.2,1.5,0.4,.450,.479,.360,.788,33.7,.084
44,241,2007,NBA,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,.450,.481,.386,.825,33.5,.077
45,242,2004,NBA,1,3,CHI,Ben Gordon,21.087,G,gb,University of Connecticut,2005,2015,744,27.4,14.9,2.5,2.5,0.7,0.2,.432,.447,.401,.857,33.3,.078
46,243,2009,NBA,2,46,CLE,Danny Green,22.009,G-F,us,University of North Carolina,2010,2018,540,25.1,8.8,3.4,1.6,1.0,0.8,.418,.454,.395,.815,33.3,.118
47,244,1994,NBA,1,26,NYK,Charlie Ward,23.266,G,us,Florida State University,1995,2005,630,22.3,6.3,2.6,4.0,1.2,0.2,.408,.455,.364,.771,33.0,.113
48,245,1993,NBA,1,10,DET,Lindsey Hunter,22.215,G,us,Jackson State University,1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068
49,246,1998,NBA,2,39,MIL,Rafer Alston,21.340,G,us,"California State University, Fresno",2000,2010,671,28.9,10.1,2.8,4.8,1.2,0.2,.383,.407,.354,.729,32.9,.081
50,247,1992,NBA,1,5,DEN,LaPhonso Ellis,22.056,F,us,University of Notre Dame,1993,2003,624,28.2,11.9,6.5,1.6,0.7,0.8,.452,.473,.302,.730,32.8,.089
51,248,2000,NBA,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,.397,.431,.355,.718,32.8,.076
52,249,1997,NBA,1,16,CLE,Brevin Knight,21.235,G,us,Stanford University,1998,2009,729,24.9,7.3,2.4,6.1,1.7,0.1,.412,.419,.134,.789,32.6,.086
53,250,1993,NBA,1,12,LAL,George Lynch,22.306,F,us,University of North Carolina,1994,2005,774,22.8,6.6,5.0,1.4,1.1,0.3,.446,.462,.306,.652,32.3,.088
54,251,1998,NBA,1,8,PHI,Larry Hughes,19.157,G,us,Saint Louis University,1999,2012,727,30.8,14.1,4.2,3.1,1.5,0.4,.406,.428,.309,.757,32.3,.069
55,252,2008,NBA,2,34,MIN,Mario Chalmers,22.044,G,us,University of Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,.417,.475,.351,.793,32.3,.090
56,253,2011,NBA,1,19,CHA,Tobias Harris,18.347,F,us,University of Tennessee,2012,2018,464,29.6,14.6,5.6,1.7,0.8,0.5,.467,.508,.355,.812,32.3,.113
57,254,2011,NBA,1,16,PHI,Nikola Vucevic,20.247,C,ch,University of Southern California,2012,2018,456,29.8,14.8,9.8,2.2,0.8,0.9,.499,.509,.308,.729,31.6,.112
58,255,1997,NBA,1,23,SEA,Bobby Jackson,24.110,G,us,University of Minnesota,1998,2009,755,22.2,9.7,3.1,2.6,0.9,0.1,.417,.444,.354,.793,31.4,.090
59,256,2004,NBA,1,28,SAS,Beno Udrih,21.360,G,si,,2005,2017,831,21.9,8.4,2.1,3.4,0.7,0.1,.463,.496,.349,.833,31.4,.083
60,257,1999,NBA,1,22,HOU,Kenny Thomas,21.345,F,us,University of New Mexico,2000,2010,632,27.4,9.3,6.9,1.5,0.8,0.4,.465,.476,.244,.699,31.2,.086
61,258,1994,NBA,1,15,IND,Eric Piatkowski,23.278,G-F,us,University of Nebraska,1995,2008,789,18.5,7.5,2.2,1.0,0.5,0.1,.434,.464,.399,.839,31.0,.102
62,259,2008,NBA,1,7,LAC,Eric Gordon,19.188,G,us,Indiana University,2009,2018,561,33.2,16.7,2.5,3.1,1.0,0.3,.430,.474,.376,.816,31.0,.080
63,260,1995,NBA,1,23,IND,Travis Best,22.356,G,us,Georgia Institute of Technology,1996,2005,708,21.4,7.6,1.8,3.5,0.9,0.1,.431,.449,.345,.835,30.9,.098
66,261,1992,NBA,1,15,LAL,Anthony Peeler,22.217,G,us,University of Missouri,1993,2005,827,24.7,9.7,2.6,2.4,0.9,0.2,.427,.449,.384,.799,30.7,.072
67,262,2004,NBA,1,11,GSW,Andris Biedrins,18.088,C,lv,,2005,2014,516,21.6,6.3,7.0,0.9,0.6,1.1,.594,.595,.000,.500,30.7,.132
68,263,1996,NBA,1,7,LAC,Lorenzen Wright,20.240,F-C,us,University of Memphis,1997,2009,778,23.8,8.0,6.4,0.8,0.6,0.7,.459,.461,.069,.645,30.5,.079
69,264,2010,NBA,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall University,2011,2018,271,26.8,13.6,11.4,0.5,0.6,2.4,.575,.575,1.000,.627,30.5,.202
70,265,2006,NBA,1,14,UTA,Ronnie Brewer,21.105,G-F,us,University of Arkansas,2007,2014,502,23.0,7.8,2.8,1.6,1.2,0.2,.490,.520,.254,.675,30.4,.127
71,266,2004,NBA,1,14,UTA,Kris Humphries,19.143,F-C,us,University of Minnesota,2005,2017,800,17.8,6.7,5.4,0.7,0.4,0.6,.463,.471,.293,.700,30.3,.102
72,267,2009,NBA,1,10,MIL,Brandon Jennings,19.280,G,us,,2010,2018,555,30.3,14.1,3.0,5.7,1.2,0.2,.387,.412,.345,.796,29.9,.085
73,268,1994,NBA,2,46,MIL,Voshon Lenard,21.051,G,us,University of Minnesota,1996,2006,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093
74,269,2013,NBA,1,12,OKC,Steven Adams,19.347,C,nz,University of Pittsburgh,2014,2018,387,25.5,8.8,6.9,0.9,0.8,1.0,.586,.587,.000,.567,29.6,.144
75,270,1992,NBA,1,13,DEN,Bryant Stith,21.202,G,us,University of Virginia,1993,2002,586,28.0,10.1,3.4,2.0,1.0,0.2,.424,.447,.329,.841,29.5,.086
76,271,1998,NBA,1,11,DET,Bonzi Wells,21.274,G-F,us,Ball State University,1999,2008,591,25.6,12.1,4.6,2.1,1.3,0.3,.460,.477,.327,.697,29.4,.093
77,272,2005,NBA,2,34,UTA,C.J. Miles,18.076,G-F,us,,2006,2018,785,20.7,9.8,2.4,1.1,0.7,0.3,.414,.465,.361,.809,29.3,.086
78,273,2003,NBA,2,38,WAS,Steve Blake,23.126,G,us,University of Maryland,2004,2016,870,23.9,6.5,2.1,4.0,0.7,0.1,.401,.420,.383,.779,29.1,.067
79,274,2011,NBA,2,38,HOU,Chandler Parsons,22.246,F,us,University of Florida,2012,2018,410,31.0,13.1,4.6,2.8,0.9,0.4,.466,.524,.377,.708,29.1,.110
80,275,2012,NBA,1,3,WAS,Bradley Beal,19.005,G,us,University of Florida,2013,2018,406,33.9,18.7,3.7,3.4,1.1,0.3,.446,.474,.393,.795,28.9,.101
81,276,2007,NBA,2,56,MIL,Ramon Sessions,21.083,G,us,"University of Nevada, Reno",2008,2018,691,23.3,10.3,2.7,4.1,0.7,0.1,.434,.450,.316,.791,28.8,.086
82,277,2010,NBA,1,18,OKC,Eric Bledsoe,20.202,G,us,University of Kentucky,2011,2018,492,27.7,13.8,3.8,4.7,1.5,0.5,.449,.491,.337,.799,28.8,.102
83,278,1993,NBA,2,28,DAL,Lucious Harris,22.200,G,us,"California State University, Long Beach",1994,2005,800,19.6,7.2,2.3,1.4,0.7,0.1,.426,.448,.348,.790,28.7,.088
84,279,2007,NBA,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,.423,.442,.300,.824,28.7,.077
85,280,1997,NBA,1,15,DAL,Kelvin Cato,22.309,C,us,Iowa State University,1998,2007,541,19.6,5.5,5.3,0.5,0.5,1.3,.507,.509,.077,.644,28.6,.129
88,281,2009,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012,2018,430,31.3,10.8,4.3,7.9,2.0,0.1,.385,.407,.325,.836,28.5,.102
89,282,1992,NBA,2,42,MIA,Matt Geiger,22.293,C,us,Georgia Institute of Technology,1993,2002,552,22.1,9.2,5.7,0.7,0.6,0.6,.499,.504,.232,.728,28.4,.112
90,283,1995,NBA,1,17,CLE,Bob Sura,22.100,G,us,Florida State University,1996,2005,657,23.7,8.6,3.4,3.8,1.0,0.2,.414,.450,.325,.689,28.3,.087
91,284,2009,NBA,1,4,SAC,Tyreke Evans,19.284,G-F,us,University of Memphis,2010,2018,525,32.1,16.5,4.8,5.1,1.3,0.4,.445,.473,.318,.759,28.1,.080
92,285,1995,NBA,1,16,ATL,Alan Henderson,22.213,F,us,Indiana University,1996,2007,652,21.1,7.8,5.0,0.6,0.6,0.5,.469,.471,.192,.639,28.0,.097
93,286,1998,NBA,1,21,CHH,Ricky Davis,18.279,G,us,University of Iowa,1999,2010,736,29.8,13.5,3.5,3.3,1.0,0.3,.446,.466,.361,.781,28.0,.061
94,287,2003,NBA,1,27,MEM,Kendrick Perkins,18.232,C,us,,2004,2018,782,21.9,5.4,5.8,1.0,0.3,1.2,.530,.532,.000,.594,27.9,.078
95,288,2004,NBA,1,4,LAC,Shaun Livingston,18.291,G,us,,2005,2018,769,21.1,6.5,2.4,3.1,0.7,0.4,.485,.490,.183,.794,27.9,.083
96,289,2005,NBA,1,21,PHO,Nate Robinson,21.033,G,us,University of Washington,2006,2016,618,22.5,11.0,2.3,3.0,0.9,0.1,.423,.463,.360,.796,27.8,.096
97,290,1992,NBA,1,20,NYK,Hubert Davis,22.044,G,us,University of North Carolina,1993,2004,685,22.1,8.2,1.5,1.7,0.4,0.1,.458,.468,.441,.837,27.7,.088
98,291,2000,NBA,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,.480,.481,.000,.639,27.7,.091
99,292,1995,NBA,2,52,IND,Fred Hoiberg,22.261,G,us,Iowa State University,1996,2005,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.456,.396,.854,27.6,.133
100,293,1997,NBA,1,12,IND,Austin Croshere,22.061,F,us,Providence College,1998,2009,659,17.4,6.8,4.0,1.0,0.4,0.3,.407,.443,.340,.861,27.6,.115
101,294,2008,NBA,1,23,UTA,Kosta Koufos,19.127,C,us,Ohio State University,2009,2018,644,16.7,5.8,5.1,0.5,0.4,0.8,.537,.538,.000,.587,27.6,.123
102,295,2010,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,University of Kentucky,2011,2018,559,22.7,7.3,4.3,1.1,0.6,0.5,.455,.502,.370,.757,27.6,.104
103,296,2007,NBA,1,18,GSW,Marco Belinelli,21.100,G-F,it,,2008,2018,724,23.3,9.9,2.0,1.7,0.6,0.1,.427,.467,.377,.841,27.2,.077
